artist,song_title,lyrics
Florence + The Machine,Sky Full of Song,deeply sleeping still awake good friend told staying late careful darling careful take seen far good one always seem break screaming father screaming feel anger way across sea kissing stranger causing scene heart hide unimaginable thing grab ankle flying long could hide thunder sky full song want badly could anyone could hide thunder sky full song hold tired aim arrow sky take tired leave lie tell trouble music start play city without season keep raining feel like fall room begin sway hear siren walk away grab ankle flying long could hide thunder sky full song want badly could anyone could hide thunder sky full song hold tired aim arrow sky take tired leave lie thought flying maybe dying tonight thought flying maybe dying tonight thought flying maybe dying tonight thought flying maybe dying tonight hold tired aim arrow sky shoot shoot shoot take tired leave lie fire hold tired aim arrow sky shoot shoot shoot take tired leave lie fire
Foo Fighters,All My Life,life searchin somethin somethin never come never lead nothin nothin satisfies gettin close closer prize end rope night long dream day come around taken away leaf feelin feel feel come life see ghost come resist delicate wrist give twist somethin hold lose grip find somethin give need another reason bleed one one hidden sleeve one one hidden sleeve hey let waste love hate taste weight keepin hey let waste love hate taste weight keepin find believer another one belief another one deceive knee get closer open wide let inside got nothin hide got nothin hide hey let waste love hate taste weight keepin hey let waste love hate taste weight keepin life searchin somethin somethin never come never lead nothin nothin satisfies gettin close closer prize end rope night long dream day come around taken away leaf feelin feel feel come life see ghost done done onto next one done done onto next one done done onto next one done done onto next one done done onto next one done done onto next one done done onto next one done done onto next done done onto next one done done onto next one done done onto next one done done onto next hey let waste love hate taste weight keepin hey let waste love hate taste weight keepin done done onto next one done done onto next
Foo Fighters,Best of You,got another confession make fool everyone got chain break holdin born resist abused someone getting best best best best someone getting best best best best gone someone new needed somewhere hang head without noose gave something use weak give strong lose heart arrest break loose head giving life death choose swear never give refuse someone getting best best best best someone getting best best best best someone taken faith real pain feel trust must confess someone getting best best best best someone taken faith real pain feel life love die heal hope start broken heart trust must confess someone getting best best best best someone getting best best best best got another confession friend fool getting tired starting somewhere new born resist abused swear never give refuse someone getting best best best best someone getting best best best best someone taken faith real pain feel trust must confess someone getting best best best best
Foo Fighters,Everlong,hello waited everlong tonight throw red head sang dododo dododo dododo come waste away slow wanted head head sang wonder sing along everything could ever feel real forever anything could ever good thing ever ask got promise stop say sang dododo dododo dododo breathe breathe hold know always head head sang wonder sing along everything could ever feel real forever anything could ever good thing ever ask got promise stop say sang dad would take sunday time could ever get rest loud sunday make hold construction boot head sleep really heavy boot used say dad come please like start cry heavy wonder everything could ever feel real forever anything could ever good thing ever ask got promise stop say
Foo Fighters,Learn to Fly,lookin sky save lookin sign life lookin something help burn bright lookin complication lookin tired lyin make way back home learn fly high think done nursin patience wait one night give away give one last try live happily ever trapped save life run tell angel everything right lookin sky save lookin sign life lookin something help burn bright lookin complication lookin tired tryin make way back home learn fly high make way back home learn fly along quite make alone try make life fly along quite make alone try make life lookin sky save lookin sign life lookin something help burn bright lookin complication lookin tired tryin make way back home learn lookin sky save lookin sign life lookin something help burn bright lookin complication lookin tired tryin make way back home learn fly high make way back home learn fly make way back home learn
Foo Fighters,Monkey Wrench,done innocence disappeared time never made much sense adolescent resident wasting another night plannin revenge one ten one ten one ten wan monkey wrench one indecent accident rather leave suffer never monkey wrench time make amends enemy friend try bend pressure wind snapping end one ten one ten one ten wan monkey wrench one indecent accident rather leave suffer never monkey wrench temper temper temper one last thing quit never wanted could fit head still remember every single word said shit somehow came along still one thing comfort since always caged free wan monkey wrench one indecent accident rather leave suffer never monkey wrench wan monkey wrench fall fall wan monkey wrench fall fall wan monkey wrench fall fall wan monkey wrench
Foo Fighters,My Hero,alarmin talk take picture shake truth consequence say aloud use evidence race around go hero watch go go hero ordinary best bleed rest peter truth consequence say aloud use evidence race around go hero watch go go hero ordinary kudos hero leavin best know hero one go hero watch go go hero ordinary go hero watch go go hero ordinary
Foo Fighters,Run,wake run life wake run life another perfect life another perfect light run run run rat parade another mad charade gon hound chase everything erased gon need room breathe stay asleep wanted say nothing free run wanted yeah run wanted time run somewhere run wake run life wake run life another perfect life another perfect light run run run run nation stake everything erased gon need room breathe run wanted yeah run wanted time run somewhere run wake run life wake run life another perfect life another perfect light run run run run wake run life wake run life another perfect life another perfect light run run run run
Foo Fighters,The Pretender,keep dark know pretend keep dark began send skeleton sing bone marchin need buried deep secret keep ever ready ready finished makin sense done pleading ignorance whole defense spinning infinity boy wheel spinnin never ending never ending old story say like others say another one play pretender say never surrender say like others say another one play pretender say never surrender time told another soul sale well page print permanent temporary temporary old story say like others say another one play pretender say never surrender say like others say another one play pretender say never surrender voice inside head refuse hear face face mirrorin stare left right enemy hand take bring knee yeah yeah yeah keep dark know pretend say like others say another one play pretender say never surrender say like others say another one play pretender say never surrender say like others keep dark say another one play know pretender pretend say never surrender say like others keep dark say another one play know pretender pretend say never surrender yeah yeah
Foo Fighters,Times Like These,one way motorway one drive away follows back home streetlight shinin white light blindin bright burnin time like learn live time like give give time like learn love time like time time new day risin brand new sky hang star upon tonight little divided stay run away leave behind time like learn live time like give give time like learn love time like time time time like learn live time like give give time like learn love time like time time time like learn live time like give give time like learn love time like time time time like learn live time like give give time like learn love time like time time
Frank Sinatra,Fly Me to the Moon,fly moon let play among star let see spring like jupiter mar word hold hand word baby kiss fill heart song let sing forevermore long worship adore word please true word love fill heart song let sing forevermore long worship adore word please true word word love
Frank Sinatra,Have Yourself a Merry Little Christmas,merry little christmas let heart light trouble sight merry little christmas merry little christmas make yuletide gay make yuletide gay trouble mile away olden day happy golden day yore faithful friend dear gather near year together fate allow hang shining star upon highest bough merry little christmas olden day happy golden day yore faithful friend dear gather near year together fate allow hang shining star upon highest bough merry little christmas merry christmas merry christmas
Frank Sinatra,It Was a Very Good Year,seventeen good year good year small town girl soft summer night hide light village green seventeen twenty one good year good year city girl lived stair perfumed hair came undone twenty one thirty five good year good year blue blooded girl independent mean ride limousine chauffeur would drive thirty five day short autumn year think life vintage wine fine old keg brim dreg poured sweet clear good year
Frank Sinatra,My Funny Valentine,funny valentine sweet comic valentine make smile heart look laughable unphotographable yet favorite work art figure less greek mouth little weak open speak smart change hair care stay little valentine stay day valentine day figure less greek mouth little weak open speak smart change hair care stay little valentine stay day valentine day
Frank Sinatra,Somethin’ Stupid,know stand line think time spend evening someplace dance know chance leaving afterwards drop quiet little place drink two spoil saying somethin stupid like love see eye despise old lie heard night though line true never seemed right practice every day find clever line say make meaning come true think wait evening get late alone time right perfume fill head star get red night blue spoil saying somethin stupid like love time right perfume fill head star get red night blue spoil saying somethin stupid like love love love love love
Frank Sinatra,That’s Life,life life people say riding high april shot may know gon change tune back top back top june said life life funny may seem people get kick stompin dream let let get fine old world keep spinning around puppet pauper pirate poet pawn king know one thing time find flat face pick get back race life life tell deny thought quitting baby heart gon buy think worth one single try jump right big bird fly puppet pauper pirate poet pawn king know one thing time find laying flat face pick get back race life life life deny many time thought cutting heart buy nothing shaking come july gon roll big ball die
Frank Sinatra,The Girl From Ipanema (Garota De Ipanema),tall tan young lovely girl ipanema go walking pass one pass go walk like samba swing cool sway gentle pass one pass go ooh watch sadly tell love yes would give heart gladly day walk sea look straight ahead tall tan young lovely girl ipanema go walking pass smile see see olha que coisa mais linda mais cheia graça ela menina que vem que passa num doce balanço caminho mar moça corpo dourado sol ipanema seu balançado parece poema coisa mais linda que passar ooh watch sadly porque tudo tão triste yes would give heart gladly day walk sea look straight ahead tall tan young lovely girl ipanema go walking pass smile see por causa amor see nem olha para mim never see por causa amor
Frank Sinatra,The Way You Look Tonight,day awfully low world cold feel glow thinking way look tonight yes lovely smile warm cheek soft nothing love way look tonight word tenderness grows tearing fear apart laugh wrinkle nose touch foolish heart lovely never never change keep breathless charm please arrange love way look tonight laugh wrinkle nose touch foolish heart lovely ever change keep breathless charm please arrange love way look tonight way look tonight
Frank Sinatra,"Theme from New York, New York",start spreading news leaving today want part new york new york vagabond shoe longing stray right heart new york new york wan wake city sleep find king hill top heap little town blue melting away make brand new start old new york make make anywhere new york new york new york new york want wake city never sleep find number one top list king hill number one little town blue melting away gon make brand new start old new york make gon make anywhere new york new york
Franz Ferdinand,Always Ascending,always always always ascending shepard misleads think transcending always always always ascending pause progression ahh never gon resolve never going resolve never gon resolve never going resolve never gon resolve never going resolve never gon resolve never going resolve talk talk talk talk yeah talk talk ahh yeah wake wake waking dry waking dusty feeling remorse feeling thirsty bring cup bring water yeah bring water yeah bring water bring water bring water yeah put ladder put ladder put ladder put ladder put ladder put ladder cirrus caress cumulus kiss raindrop crystal whisper miss let
Franz Ferdinand,Do You Want To,woke tonight said going make somebody love going make somebody love know know know know lucky lucky lucky well want well want want never let well want well want want never let well friend proud friend knew yeah well friend proud famous friend well blew yeah well want well want want never let well transmission party love friend arty yeah woke tonight said gon make somebody love gon make somebody love know know know know lucky lucky lucky well want well want want never let lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky lucky yeah
Franz Ferdinand,Evil Eye,ooh colour next car red bastard yeah red bastard believe god believe shit like bring fool dum dum dum dum people get freak people see see people want see see people put evil eye ooh ooh evil eye see soul wear face worn ooh colour next car yeah red bastard yeah red bastard believe god believe shit like bring fool dum dum dum dum people get freak people see see people want see see people put evil eye look clean see crawling crawling creature suspended solution solution people get freak people see see people want see see people put evil eye people want see see people put evil eye people want see see people put evil eye
Franz Ferdinand,Love Illumination,half way dream hard work real real vivid ever feel could love could love need somebody love looking somebody love sweet love illumination sweet sweet love elevation outside fresh avaricide inside love alrightsweet love illumination sweet sweet love celebration cop car burn reason turn bring alright alright blackpool bright light brighter light home born loved nobody else seems know could love could love need somebody love looking somebody love sweet love illumination sweet sweet love elevation outside fresh avaricide inside love alrightsweet love illumination sweet sweet love celebration cop car burn reason term bring alright could love could love need somebody love looking somebody looking somebody looking looking somebody love sweet love illumination sweet sweet love elevation outside fresh avaricide inside love alrightsweet love illumination sweet sweet love celebration cop car burn reason turn bring alright sweet love sweet sweet love sweet sweet love sweet sweet love sweet sweet love sweet love
Franz Ferdinand,Michael,heavenly come dance michael sexy sexy come dance michael see want see come dance michael close close come dance come dance come dance michael boy leather hip sticky hair sticky hip stubble sticky lip michael one ever want one ever want one ever want beautiful boy beautiful dance floor michael dancing like beautiful dance whore michael waiting silver platter nothing matter man come dance michael strong strong come dance michael see want see come dance michael close close come dance come dance come dance michael boy leather hip sticky hair sticky hip stubble sticky lip michael one ever want one ever want one ever want beautiful boy beautiful dance floor michael dancing like beautiful dance whore michael waiting silver platter nothing matter michael one ever want one ever want one ever want michael one ever want one ever want one ever want beautiful boy beautiful dance floor michael dancing like beautiful dance whore michael waiting silver platter nothing matter nothing matter nothing matter yeah
Franz Ferdinand,No You Girls,kiss flick cigarette kiss kiss eye meet meet mind kiss flick eye mine hit hit eye sweetly know know know yes love mean love get know never wonder girl never know girl never know girl never know make boy feel girl never know girl never know girl never know make boy feel make boy kiss flick cigarette kiss kiss eye meet meet eye flick flick mind mine briefly know know sweetly know know know love mean mean need love never wonder girl never know girl never know girl never know make boy feel girl never know girl never know girl never know make boy feel make boy feel make boy sometimes say stupid thing think well mean sometimes think stupidest thing never wonder girl feel girl feel boy never care boy never care boy never care girl feel boy never care dirty boy never care boy never care girl feel girl feel girl feel
Franz Ferdinand,Take Me Out,lonely know waiting cross hair shot away leave leave broken shattered lie cross hair shot die know leaving say know say know say take say show move time slow say take well say know say know say take move could die eye move could die want take know leaving know leaving know leaving know leaving say know say know say take wane could die wait could die want take move could die eye move die come take know leaving know leaving know leaving know leaving
Franz Ferdinand,This Fire,fire control going burn city burn city fire control going burn city burn city fire control fire control fire control burn burn burn burn burn burn fire control going burn city burn city fire control going burn city burn city fire control going burn city burn city fire control going burn burn burn
Franz Ferdinand,Ulysses,well sit hear sentimental footstep voice say whatcha got whatcha got time let get high lexo whatcha got next walk mile well bored bored let get high let get high let get high high well found new way found new way amuse need sympathy ulysses found new way found new way baby ulysses ulysses boy sinister sinister last night wild matter feelin kind anxious hot blood grew cold yeah everyone everybody know yeah everyone everybody know everybody know ulysses found new way found new way baby ulysses found new way found new way baby suddenly know never goin home never never never never never never never goin home ulysses baby ulysses
Future,Codeine Crazy,celebrating like championship celebrating like championship celebrate like championship celebrate like championship told told told told hahaha celebrate tell celibate mula went rick ruler jeweler went tropez like goonie abu dhabi nigga straight sewer like loaded chopper shoot fucking sick tired rumor dived inside cutie spoonin take back take look take lesson put air many day gone sittin phone waitin reply drying eye believe could never pour bubbly drink muddy drink muddy covered yeah covered thuggin loving lit nigga bitch dawg nigga shawty bitch going crazy going codeine crazy living feeling lovely drinking bubbly codeine crazy codeine crazy motherfucking money got codeine crazy
Future,Comin Out Strong,high klassified な音楽 got jewel flooded ben baby like nigga dance make move fuck around nigga got shame shameless rockin chain told boy think money startin change lord save lord save runnin city shoe gunnin benz range point know nigga never take two said could reach mar turned star might fucked around might raised bar talkin cash talk cash palm nigga cash said watch one know wan poppin camera come wan hold hand must mind know man killin vibe know yeah take kindness weakness still comin strong still comin strong still comin strong take kindness weakness still comin strong still comin strong still comin might end take one still comin day story gon make one still comin last night gave heart fake one still comin done end blog wrong one still comin hard tell real story fake one yeah comin day got make one still comin time feel alive take still comin wan vent know safe still comin must mind know know used hit behind know never say name give time know give make fall love tonight must know showed million video video opened bentley door invented door invented body droppin duckin law one take blame say saw take kindness weakness still comin strong yeah comin still comin strong yeah comin still comin strong take kindness weakness still comin strong yeah comin still comin strong still comin still comin pluto dance make move keep comin fucked around nigga got shame keep comin shameless rockin chain keep comin told boy think money startin change lord save lord save might pick throw fall must know must know pour champagne ground pour champagne ground brother casino said freebandz freebandz time could see sayin sayin turned back never gave chance gave chance call loyalty ever answer bos make family familia different color candy familiar got jenny got tammy got sandy try sneak leave leave stranded honest take kindness weakness still comin strong still comin strong still comin strong honest take kindness weakness still comin strong still comin strong still comin kindness lie still comin lie bos fuck around bos kindness like nigga lie kindness lie kindness
Future,Fuck Up Some Commas,fake nigga lie real nigga shit stay real real nigga shit gon fuck comma let fuck comma nigga let fuck comma let shit random yeah future future hendrix shit cut fuck comma let fuck comma yeah let fuck comma let fuck comma yeah forty thou hundred thou hundred thou another hundred thou three hundred thou five hundred thousand million let money shower fuck comma let fuck comma yeah let fuck comma let fuck comma yeah forty thou hundred thou hundred thou another hundred thou three hundred thou five hundred thousand million let money shower fuck llama hot like sauna yeah burner play money yeah fucking shorty loving way fucking yeah give fuck yeah give fuck yeah throw cup yeah bought plug yeah full mud yeah nigga get full drug yeah feeling real right yeah thing mike yeah bought lil ice yeah wan beat dope like ike yeah fuck comma let fuck comma yeah let fuck comma let fuck comma yeah forty thou hundred thou hundred thou another hundred thou three hundred thou five hundred thousand million let money shower fuck comma let fuck comma yeah let fuck comma let fuck comma yeah forty thou hundred thou hundred thou another hundred thou three hundred thou five hundred thousand million let money shower smoke first forty eight hour grind sleep two hour put new audi white white like baby powder drop bitch fulton county might count recount double cup like tunechi yeah bust goony yeah give fuck yeah give fuck yeah fill cup yeah bitch fill cup yeah heard slum made cool konvicts coupe look like akon fuck bum shit fuck comma let fuck comma yeah let fuck comma let fuck comma yeah forty thou hundred thou hundred thou another hundred thou three hundred thou five hundred thousand million let money shower fit critic get hit run drill wet really split fifty fifty ball reggie ready set throw money air watch fall floor heard ordered cîroc need order audemars yeah eighty watch yeah katy perry yeah servin katy perry yeah ball yeah break yeah break yeah made bos yeah let fuck comma let fuck comma yeah let fuck comma let fuck comma yeah forty thou hundred thou hundred thou another hundred thou three hundred thou five hundred thousand million let money shower give fuck yeah give fuck yeah give fuck yeah give fuck yeah forty thou hundred thou hundred thou another hundred thou three hundred thou five hundred thousand million let money shower let money shower right let money shower right let money shower right let let money shower right let let money shower forty thou hundred thou hundred thou hundred thou million hendrix
Future,I Won,want take show already know perfect one girl feel like champion ever since got feel like done trophy trophy trophy trophy want take show already know perfect one girl feel like champion ever since got feel like done trophy trophy trophy trophy trophy trophy trophy trophy get fuckin dresser make pussy wetter got put vintage rockin perry elli leave cause believe get bangin wall piss neighbor foot ceiling painted hall breathe want live dream say money matter time memory as gettin fatter know know know got custody whoever knockin door got wait finished know started bottom endin want take show already know perfect one girl feel like champion ever since got feel like done trophy trophy trophy trophy trophy trophy trophy trophy number one trophy wife right live trophy life grew timberland manolo one day put angel ultrasound wan dip as gold wan dip as gold made nba nfl player every time score like super bowl baby hit south france could run around without pant put glacier little hand thing without tan trophy bound bike gave pipe people hate right could look kylie kendall kourtney khloe mama ever made trophy right want take show already know perfect one girl feel like champion ever since got feel like done trophy trophy trophy trophy trophy trophy trophy trophy
Future,Life Is Good,workin weekend like usual way deep end like usual nigga swear passed doin much done tax turnt virgil got patek wrist goin nut nigga caught slippin okay someone hit block tell manor house rosewood shit plush say day numbered keep wakin know see text baby please say wine glass man cheapskate huh nigga got move release day huh bitch fame clout even know watch mouth baby got ego twice size crib never tell shit said ayy never turn back fbg god forbid virgil got patek wrist doin front flip givin number hit dumb shit workin weekend like usual way deep end like usual like usual nigga swear passed doin much done tax turnt virgil got patek wrist goin nut nigga caught slippin okay someone hit block tell manor house rosewood shit plush cool man got red bottom life good know mean like yeah hunnid thousand cheapest ring nigga finger lil bitch woo done flew one spain domain audemars bitch woo dropped three dollar ring cost bentley truck lil bitch woo trap servin cocaine since woo granny standin right catch play brick woo make lil nigga haywire taliban bitch woo done bad trench ride stick woo gave pill gave dust pluto sent lick woo many convict roll play shit woo tryna avoid nonsense get osama spray bitch woo candlelight lightin nigga anybody get woo lightin backwood full sticky woo tryna tote draco london extended woo got stretch nigga gon die shit woo yeah ride nigga lie bitch woo poor high class nigga made rich yeah bando got penthouse closet woo like chandelier neck wrist woo got pink toe talk different language woo got promethazine blood percocet yeah hunnid thousand cheapest ring nigga finger lil bitch woo done flew one spain domain audemars bitch woo dropped three dollar ring cost bentley truck lil bitch woo trap servin cocaine since rack ton call serena tremendo new fettuccine fact though carat pinky fact though ordered fiji loop voo loop woo one workin put face news put pussy shirt murk make shoot hearse cost quarter bird nigga worth maniac fuckin alien splurgin got kitty cat havin fun goin birkin yeah hunnid thousand cheapest ring nigga finger lil bitch woo done flew one spain domain audemars bitch woo dropped three dollar ring cost bentley truck lil bitch woo trap servin cocaine since woo hunnid thousand cheapest ring nigga finger lil bitch hunnid thousand cheapest ring nigga finger lil bitch yeah hunnid thousand cheapest ring nigga finger lil bitch hunnid thousand cheapest ring nigga finger lil bitch
Future,Like That,young dope dealer sellin dope like like yeah yeah kickin door kickin door like yeah young throwed nigga sellin load like water water yeah like like nigga bottom really like like steppin balencis like like pop another bottle like like thug around way young dope dealer sellin dope like kickin door kickin door like young throwed nigga sellin load like like like nigga bottom really like like steppin balencis like like pop another bottle like like thug came banging dope nigga young slangin powder walk strip club make rain three hour locked got phantom driver perc took chance hood like nevada surfed outside white interior lasagna hundred thousand cashed designer got devour nigga learned jungle sell load million week phew
Future,March Madness,dress make real hahaha whatever fuckin mean mafia dirty soda styrofoam yee spend day get mind blown mind blown dress nasa yeah two hundred mile dash woo got roll pound gas swear switchin lane grand rapid switch one kept cool nigga nigga started actin shoot nigga like film made movie nigga let ballin like march madness yeah cop shootin nigga tragic boom one livin lavish one like playin maverick ballin wan fuck bitch woo molly made fuck even though average dirty muddy cup cup gut young nigga cut swear take jordan pluto let count money rushin freebandz one way flushin flushin loud pack smellin musty musty fuckin police touch nah bogus police touch nah fuckin nigga touch freeband gang apply pressure vvs yeah yeah drive foreign like chevy woo drive foreign like chevy skrrt lift offset pluto fuck cougar like halle berry pluto future hendrix dirty sprite legendary dirty sprite dirty soda styrofoam yee spend day get mind blown mind blown dress nasa yeah two hundred mile dash woo got roll pound gas swear switchin lane grand rapid switch one kept cool nigga nigga started actin shoot nigga like film made movie nigga let ballin like march madness yeah cop shootin nigga tragic boom one livin lavish one like playin maverick ballin wan fuck bitch woo molly made fuck even though average fuck basic bitch gon wake smoke blunt fuck gon keep real nigga come back always gon fuck bend curve spur like marta bus workin servin nautica yeah get high higher mercury high fuck around teach recipe yeah yeah fuck around gon make say huh like nigga juvie soon work hit city move post onyx shoot movie post onyx shoot movie movie take tool inside club case nigga ever got use future get pint codeine pour nigga pour nigga dirty soda styrofoam yee spend day get mind blown mind blown dress nasa yeah two hundred mile dash woo got roll pound gas swear switchin lane grand rapid switch one kept cool nigga nigga started actin shoot nigga like film made movie nigga let ballin like march madness yeah cop shootin nigga tragic boom one livin lavish one like playin maverick ballin wan fuck bitch woo molly made fuck even though average bogus police touch fuckin nigga touch apply pressure vvs drive foreign like chevy drive foreign like chevy lift offset fuck cougar like halle berry future hendrix dirty sprite legendary dirty soda styrofoam yee spend day get mind blown mind blown dress nasa yeah two hundred mile dash woo got roll pound gas swear switchin lane grand rapid switch one kept cool nigga nigga started actin shoot nigga like film made movie nigga let ballin like march madness yeah cop shootin nigga tragic boom one livin lavish one like playin maverick ballin wan fuck bitch woo molly made fuck even though average
Future,Mask Off,call call hendrix hendrix promise swear swear heard spit heard spit percocets yah molly percocets percocets percocets yah molly percocets percocets rep set yeah got rep set gang gang chase check chase never chase bitch chase bitch mask mask fuck mask excuse mask mask fuck mask mask percocets molly percocets percocets chase check chase never chase bitch chase bitch two cup cup toast gang gang gang food stamp whole domain yah bottom yeah livin proof super compromisin woah half million coupe gang gang drug house lookin like peru woah woah woah graduated crazy overdue due pink molly molly barely move barely move ask gon bust move ayy young pluto rick james james thirty three chain thirty three ocean air air cruisin biscayne big foreigns top yah liability big foreigns hit gas gas boostin adrenaline big foreigns percocets yeah molly percocets big foreigns percocets yeah molly percocets big foreigns rep set yeah got rep set gang gang chase check chase yeah never chase bitch chase bitch big foreigns mask mask yeah fuck mask excuse big foreigns mask mask yeah fuck mask excuse big foreigns percocets yeah molly percocets big foreigns chase check chase yeah yeah never chase bitch chase bitch ford maybach ford drive anything yeah buy range yeah make insane yeah lord praise guillotine drank promethazine drank prometh tec beam yah extreme aight let let parliament parliament calamari wednesday yah parlay vega attendance good good business yeah theodore lens theo dur prescription yeah focus mission pour four intermission hol never take break pull switch state switch touch foreign plate switch way fuckin way call play come play rob bank gon rob game gang gang gang freebandz percocets yeah molly percocets big foreigns percocets yeah molly percocets big foreigns rep set yeah got rep set gang gang chase check chase never chase bitch chase bitch big foreigns mask mask yeah fuck mask excuse big foreigns mask mask yeah fuck mask excuse big foreigns percocets yeah molly percocets big foreigns chase check chase yeah yeah never chase bitch chase bitch big foreigns mask fuck mask mask fuck mask mask fuck mask gas gone never nod cold chill prison cell lord praise
Future,Where Ya At,wan hear wan hear none talkin comma much need shit fuck shit remember none shit as dog nigga would feed as dog bitch need as dog nigga tried run as dog made pull gun as dog went switched side as dog nigga spread lie as dog body came sliding as dog serving pie as dog nigga would feed as dog bitch need as dog nigga tried run as dog made pull gun as dog pyrex as dog drinking tech as dog came project as keep fully loaded contract rain dance dick as jumping running pussy like nigga going jogging fuck little louis put bitch pocket put pic popping as trapping store struggle get sell dope jackie chan move got game choke gas rolling blunt amoco tryin come spot open dope burglar bar door got young nigga confident juugin stove still bangin honest blowing call onion man as took city as ask hold as nigga first got news as around paying back due dog needed help lawyer commissary gon pay as recorded bathroom as take attendance like classroom man got choice nowadays swear shit done changed boy self made selfish woman self employed buy neighbor house complain noise man as dog nigga would feed as dog bitch need as last winter coldest fuck shoulder as dog nigga would feed as dog bitch need as dog nigga tried run as dog made pull gun walk bitch panic woo walk bitch fall fucking like savage fall savage heard tryna swim ocean jacket swim nigga heard nigga came squeezing ratchet slatt heard nigga came squeezing ratchet serve lot dog food call mutt dog freeband as dog come come reason today never gave as dog nigga would feed as dog bitch need as dog nigga tried run as dog made pull gun as trapping store struggle get sell dope juugin stove still bangin honest blowing call onion
G-Eazy,Calm Down,love working hard yadadamean love working hard yadadamean love working hard yadadamean love working hard yadadamean love working hard yadadamean love working hard yadadamean
G-Eazy,Good Life,put team position makin killin stackin blue face straight ceilin vega orderin bottle ace sit enough space table fit ahead raise cup day one two middle finger hater life getting greater straight nothing yeah higher highest skyscraper little league major yeah proof paper know put good good good life good life put good good good life said good life put bad past alright alright ayy ayy ayy ayy yeah yeah ayy yeah damn right bottom rise high cover sky light building empire owe look right destined good right legend raise sky put good good good life yeah put good good good life yeah put bad past alright yeah know put good good good life good life put good good good life said good life put bad past alright alright ayy ayy ayy ayy ayy yeah good life
G-Eazy,I Mean It,ever said never scared know mean ever said fucked bitch know mean yeah ever said gettin money know mean yeah lord lord know know mean yeah know mean know mean yeah know mean yeah know mean yeah yeah yeah know mean know mean
G-Eazy,Let’s Get Lost,take take way tonight soon leaving break break way night let get lost let get lost let get lost let get lost could imagination run fast comin staying past however long drug last know live fast telling slow screaming fuck really wan take moaning wan make sound wait get home fuck wan take let ball hook tonight lady room stall follow let make call text friend say see tomorrow never fucked first night let plow faded drunk brown stayed night town act like tomorrow exist time real shit wrist let everything bliss told take take way tonight soon leaving leaving break break way night let get lost let get lost let get lost let get lost let get lost tonight supreme kate moss tonight turn soho loft tonight drug take shot tonight awesome naked naked famous jean floor live wild life seen give brain mean sure genius beautiful girl met tour another good girl probably destroy life stable met sheltered safe never get freed love trouble drawn danger never go crazy bet change could make fall love stranger switch pace mean danny granger wait tomorrow fine today pretty fuck tryna slay let right trying say tell love dying stray give fuck looking love looking sex tension feeling vexed sent text take take way tonight soon leaving break break way night let get lost let get lost let get lost let get lost endless summer never going back school wan tell rule every night town going time tryna take thing mind take take way tonight soon leaving
G-Eazy,Marilyn,want love right everything alright baby get sleep tonight wish could pretend like always happy kennedy one told jackie marilyn tendency ignorance bliss married half century life short trying hold together gone know tonight could last forever wrote paper forgot mail letter could walk away find nothing better whatever hope remember said shit upset arguing public talking loud big sweater said always gone said fuck expect look said want love right everything alright baby get sleep tonight maybe lifetime somewhere road might meet right time girl come profession write rhyme clocked told pig like fight crime well maybe asshole fuck around bitch alfalfa little rascal swear intention evil think temptation always pushing people brink fuck always lose judgment drink wish would settle hear know completely honest devout difficult girl try seek try talk speak said want love right everything alright baby get sleep tonight tonight turn last night peaced walked let let hang like balcony one last time best see make worth tonight know never hurt spite love like never last time tonight forget pastime everything alright baby get sleep tonight
G-Eazy,"Me, Myself & I",ooh solo ride die cause got life got life yeah ooh need hand hold even night cold got fire soul need anything yeah get night except beat heart yeah keepin alive keep alive need anything make satisfied know cause music good get every time like yeah music good get every time yeah lonely night laid awake pray lord soul take heart become cold break know great broke hell havin dream foldin cake life told wait get yeah debate yeah ooh solo ride die got life got life yeah ooh need hand hold even night cold got fire soul need anything yeah get night except beat heart keepin alive keep alive need anything make satisfied know music good get every time like music good get every time
